Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Marble Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Shale Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Chert Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Coal Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Coal Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Coal Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Marble Coal Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Coal Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Coal Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Coal Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Coal Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Coal Ore
appliedenergistics2:facade:0, Cable Facade - Shale Coal Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Coal Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Coal Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Coal Ore
appliedenergistics2:facade:0, Cable Facade - Chert Coal Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Marble Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Shale Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Chert Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Shale Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Chert Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Marble Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Shale Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Chert Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Marble Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Shale Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Chert Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Marble Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Shale Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Chert Destabilized Redstone Ore
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
baubles:ring:0, Miner's Ring
chisel:auto_chisel, Auto Chisel
chisel:chisel_iron, Chisel
chisel:chisel_diamond, Diamond Chisel
chisel:chisel_hitech, iChisel
chisel:offsettool, Ender Offset Wand
enderio:item_enderface, Enderface
enderio:item_conduit_facade:0, Conduit Facade
enderio:item_conduit_facade:1, Hardened Conduit Facade
enderio:item_conduit_facade:2, Transparent Conduit Facade
enderio:item_conduit_facade:3, Transparent Hardened Conduit Facade
enderio:item_basic_capacitor:0, Basic Capacitor
enderio:item_basic_capacitor:1, Double-Layer Capacitor
enderio:item_basic_capacitor:2, Octadic Capacitor
enderio:block_alloy:0, Electrical Steel Block
enderio:block_alloy:1, Energetic Alloy Block
enderio:block_alloy:2, Vibrant Alloy Block
enderio:block_alloy:3, Redstone Alloy Block
enderio:block_alloy:4, Conductive Iron Block
enderio:block_alloy:5, Pulsating Iron Block
enderio:block_alloy:6, Dark Steel Block
enderio:block_alloy:7, Soularium Block
enderio:block_alloy:8, End Steel Block
enderio:item_alloy_ingot:0, Electrical Steel Ingot
enderio:item_alloy_ingot:1, Energetic Alloy Ingot
enderio:item_alloy_ingot:2, Vibrant Alloy Ingot
enderio:item_alloy_ingot:3, Redstone Alloy Ingot
enderio:item_alloy_ingot:4, Conductive Iron Ingot
enderio:item_alloy_ingot:5, Pulsating Iron Ingot
enderio:item_alloy_ingot:6, Dark Steel Ingot
enderio:item_alloy_ingot:7, Soularium Ingot
enderio:item_alloy_ingot:8, End Steel Ingot
enderio:item_alloy_nugget:0, Electrical Steel Nugget
enderio:item_alloy_nugget:1, Energetic Alloy Nugget
enderio:item_alloy_nugget:2, Vibrant Alloy Nugget
enderio:item_alloy_nugget:3, Redstone Alloy Nugget
enderio:item_alloy_nugget:4, Conductive Iron Nugget
enderio:item_alloy_nugget:5, Pulsating Iron Nugget
enderio:item_alloy_nugget:6, Dark Steel Nugget
enderio:item_alloy_nugget:7, Soularium Nugget
enderio:item_alloy_nugget:8, End Steel Nugget
enderio:item_alloy_ball:0, Electrical Steel Grinding Ball
enderio:item_alloy_ball:1, Energetic Alloy Grinding Ball
enderio:item_alloy_ball:2, Vibrant Alloy Grinding Ball
enderio:item_alloy_ball:3, Redstone Alloy Grinding Ball
enderio:item_alloy_ball:4, Conductive Iron Grinding Ball
enderio:item_alloy_ball:5, Pulsating Iron Grinding Ball
enderio:item_alloy_ball:6, Dark Steel Grinding Ball
enderio:item_alloy_ball:7, Soularium Grinding Ball
enderio:item_alloy_ball:8, End Steel Grinding Ball
enderio:item_material:0, Simple Machine Chassis
enderio:item_material:1, Industrial Machine Chassis
enderio:item_material:2, Machine Parts
enderio:item_material:3, Photovoltaic Plate
enderio:item_material:4, Conduit Binder
enderio:item_material:5, Silicon
enderio:item_material:6, Glider Wing
enderio:item_material:7, Glider Wings
enderio:item_material:8, Nutritious Stick
enderio:item_material:9, Wooden Gear
enderio:item_material:10, Stone Compound Gear
enderio:item_material:11, Infinity Bimetal Gear
enderio:item_material:12, Energized Bimetal Gear
enderio:item_material:13, Vibrant Bimetal Gear
enderio:item_material:14, Pulsating Crystal
enderio:item_material:15, Vibrant Crystal
enderio:item_material:16, Ender Crystal
enderio:item_material:17, Enticing Crystal
enderio:item_material:18, Weather Crystal
enderio:item_material:19, Precient Crystal
enderio:item_material:20, Grains of Infinity
enderio:item_material:21, Flour
enderio:item_material:22, Conduit Binder Composite
enderio:item_material:23, Coal Powder
enderio:item_material:24, Iron Powder
enderio:item_material:25, Gold Powder
enderio:item_material:26, Copper Powder
enderio:item_material:27, Tin Powder
enderio:item_material:28, Ender Pearl Powder
enderio:item_material:29, Obsidian Powder
enderio:item_material:30, Ardite Powder
enderio:item_material:31, Cobalt Powder
enderio:item_material:32, Lapis Lazuli Powder
enderio:item_material:33, Quartz Powder
enderio:item_material:34, Grains of Prescience
enderio:item_material:35, Grains of Vibrancy
enderio:item_material:36, Grains of Piezallity
enderio:item_material:37, Grains of the End
enderio:item_material:38, Photovoltaic Composite
enderio:item_material:39, Enderium Base
enderio:item_material:40, Zombie Electrode
enderio:item_material:41, Z-Logic Controller
enderio:item_material:42, Frank'N'Zombie
enderio:item_material:43, Ender Resonator
enderio:item_material:44, Sentient Ender
enderio:item_material:45, Skeletal Contractor
enderio:item_material:46, Clippings and Trimmings
enderio:item_material:47, Twigs and Prunings
enderio:item_material:48, Organic Green Dye
enderio:item_material:49, Organic Brown Dye
enderio:item_material:50, Organic Black Dye
enderio:item_material:51, Industrial Dye Blend
enderio:item_material:52, Soul Attuned Dye Blend
enderio:item_material:53, Soul Machine Chassis
enderio:item_material:54, Enhanced Machine Chassis
enderio:item_material:55, Soulless Machine Chassis
enderio:item_material:56, Guardian Diode
enderio:item_material:57, Signalum Grinding Ball
enderio:item_material:58, Enderium Grinding Ball
enderio:item_material:59, Lumium Grinding Ball
enderio:item_material:60, Redstone Filter Base
enderio:item_material:61, Confusing Powder
enderio:item_material:62, Ender Fragment
enderio:item_material:63, Withering Dust
enderio:item_material:64, Remote Awareness Upgrade
enderio:item_material:65, Wireless Energy Transmitter Dish Assembly
enderio:item_material:66, End Steel Chassis
enderio:item_material:67, Enhanced Dye Blend
enderio:item_material:68, Enhanced Machine Parts
enderio:item_material:69, Simple Machine Parts
enderio:item_material:70, Cake Base
enderio:item_material:71, Infinity Rod
enderio:item_material:72, Nethercotta
enderio:item_material:73, Dark Bimetal Gear
enderio:item_material:74, Soul Powder
enderio:item_broken_spawner:0, Broken Spawner
enderio:block_infinity_fog:0, Infinity Dust
enderio:block_dark_steel_anvil:0, Dark Steel Anvil
enderio:block_dark_steel_anvil:1, Slightly Damaged Dark Steel Anvil
enderio:block_dark_steel_anvil:2, Very Damaged Dark Steel Anvil
enderio:block_dark_steel_ladder, Dark Steel Ladder
enderio:block_dark_iron_bars, Dark Iron Bars
enderio:block_dark_steel_trapdoor, Dark Steel Trapdoor
enderio:block_dark_steel_door, Dark Steel Door
enderio:block_reinforced_obsidian, Reinforced Obsidian
enderio:block_self_resetting_lever5, Self-resetting Lever (5 seconds)
enderio:block_self_resetting_lever10, Self-resetting Lever (10 seconds)
enderio:block_self_resetting_lever30, Self-resetting Lever (30 seconds)
enderio:block_self_resetting_lever60, Self-resetting Lever (1 Minute)
